"path","modulePath"
"zeeguu/api/api/teacher_dashboard/_permissions.py","flask"
"zeeguu/api/api/teacher_dashboard/_permissions.py","sqlalchemy"
"zeeguu/api/api/teacher_dashboard/_permissions.py","sqlalchemy.orm.exc.NoResultFound"
"zeeguu/api/api/teacher_dashboard/_permissions.py","zeeguu.core.model.Teacher"
"zeeguu/api/api/teacher_dashboard/_permissions.py","zeeguu.core.model.TeacherCohortMap"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.api.api.utils.route_wrappers.with_session"
"zeeguu/api/api/teacher_dashboard/article_management.py","flask"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.core"
"zeeguu/api/api/teacher_dashboard/article_management.py","datetime.datetime"
"zeeguu/api/api/teacher_dashboard/article_management.py","sqlalchemy"
"zeeguu/api/api/teacher_dashboard/article_management.py","uuid"
"zeeguu/api/api/teacher_dashboard/article_management.py","json"
"zeeguu/api/api/teacher_dashboard/article_management.py","sqlalchemy.orm.exc.NoResultFound"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.core.model.Language"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.core.model.cohort_article_map.CohortArticleMap"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.core.model.User"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.core.model.Cohort"
"zeeguu/api/api/teacher_dashboard/article_management.py","flask.request"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.api.api.utils.abort_handling.make_error"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.api.api.api"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.core.emailer.zeeguu_mailer.ZeeguuMailer"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.core.model.Article"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.core.model.Url"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.api.api.teacher_dashboard._only_teachers_decorator.only_teachers"
"zeeguu/api/api/teacher_dashboard/article_management.py","zeeguu.api.api.teacher_dashboard._permissions.check_permission_for_cohort"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.api.api.teacher_dashboard._only_teachers_decorator.only_teachers"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.api.api.teacher_dashboard.helpers.get_cohort_info"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.api.api.teacher_dashboard.helpers.all_user_info_from_cohort"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.api.api.teacher_dashboard._common_api_parameters._convert_number_of_days_to_date_interval"
"zeeguu/api/api/teacher_dashboard/cohorts.py","json"
"zeeguu/api/api/teacher_dashboard/cohorts.py","sqlalchemy"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.core"
"zeeguu/api/api/teacher_dashboard/cohorts.py","flask"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.api.api.utils.route_wrappers.with_session"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.core.model.user_reading_session.UserReadingSession"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.api.api.teacher_dashboard._permissions.check_permission_for_user"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.core.model.User"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.core.model.Cohort"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.core.model.TeacherCohortMap"
"zeeguu/api/api/teacher_dashboard/cohorts.py","flask.jsonify"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.core.model.Language"
"zeeguu/api/api/teacher_dashboard/cohorts.py","sqlalchemy.orm.exc.NoResultFound"
"zeeguu/api/api/teacher_dashboard/cohorts.py","flask.request"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.api.api.api"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.core.model.CohortArticleMap"
"zeeguu/api/api/teacher_dashboard/cohorts.py","zeeguu.api.api.teacher_dashboard._permissions.check_permission_for_cohort"
"zeeguu/api/api/teacher_dashboard/general.py","zeeguu.api.api.api"
"zeeguu/api/api/teacher_dashboard/general.py","zeeguu.core"
"zeeguu/api/api/teacher_dashboard/general.py","zeeguu.api.api.teacher_dashboard._permissions.has_permission_for_cohort"
"zeeguu/api/api/teacher_dashboard/general.py","zeeguu.api.api.utils.route_wrappers.with_session"
"zeeguu/api/api/teacher_dashboard/general.py","zeeguu.api.api.teacher_dashboard._only_teachers_decorator.only_teachers"
"zeeguu/api/api/teacher_dashboard/general.py","json"
"zeeguu/api/api/teacher_dashboard/general.py","zeeguu.api.api.teacher_dashboard._permissions.check_permission_for_user"
"zeeguu/api/api/teacher_dashboard/general.py","zeeguu.core.model.Cohort"
"zeeguu/api/api/teacher_dashboard/general.py","zeeguu.api.api.teacher_dashboard._permissions.is_teacher"
"zeeguu/api/api/teacher_dashboard/general.py","zeeguu.core.model.TeacherCohortMap"
"zeeguu/api/api/teacher_dashboard/general.py","zeeguu.api.api.teacher_dashboard.helpers.all_user_info_from_cohort"
"zeeguu/api/api/teacher_dashboard/general.py","flask"
"zeeguu/api/api/teacher_dashboard/helpers.py","zeeguu.core.model.Cohort"
"zeeguu/api/api/teacher_dashboard/helpers.py","sqlalchemy"
"zeeguu/api/api/teacher_dashboard/helpers.py","zeeguu.core.user_statistics.exercise_corectness.exercise_count_and_correctness_percentage"
"zeeguu/api/api/teacher_dashboard/helpers.py","zeeguu.core.sql.teacher.teachers_for_cohort.teachers_for_cohort"
"zeeguu/api/api/teacher_dashboard/helpers.py","flask"
"zeeguu/api/api/teacher_dashboard/helpers.py","zeeguu.core.user_statistics.reading_sessions.summarize_reading_activity"
"zeeguu/api/api/teacher_dashboard/helpers.py","zeeguu.core.user_statistics.exercise_sessions.total_time_in_exercise_sessions"
"zeeguu/api/api/teacher_dashboard/helpers.py","zeeguu.core.model.User"
"zeeguu/api/api/teacher_dashboard/helpers.py","zeeguu.core.model.Language"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.core.model.Cohort"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.api.api.teacher_dashboard._permissions.check_permission_for_user"
"zeeguu/api/api/teacher_dashboard/student.py","datetime.timedelta"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.core"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.api.api.with_session"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.api.api.json_result"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.api.api.teacher_dashboard.helpers.student_info_for_teacher_dashboard"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.api.api.teacher_dashboard._common_api_parameters._get_student_cohort_and_period_from_POST_params"
"zeeguu/api/api/teacher_dashboard/student.py","dateutil.utils.today"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.api.api.teacher_dashboard._common_api_parameters._convert_number_of_days_to_date_interval"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.api.api.teacher_dashboard._permissions.check_permission_for_cohort"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.api.api.teacher_dashboard._only_teachers_decorator.only_teachers"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.api.api.api"
"zeeguu/api/api/teacher_dashboard/student.py","flask.jsonify"
"zeeguu/api/api/teacher_dashboard/student.py","zeeguu.core.model.User"
"zeeguu/api/api/teacher_dashboard/student_exercises.py","zeeguu.api.api.api"
"zeeguu/api/api/teacher_dashboard/student_exercises.py","zeeguu.api.api.teacher_dashboard._common_api_parameters._get_student_cohort_and_period_from_POST_params"
"zeeguu/api/api/teacher_dashboard/student_exercises.py","zeeguu.api.api.with_session"
"zeeguu/api/api/teacher_dashboard/student_exercises.py","zeeguu.core.sql.learner.exercises_history.exercises_grouped_by_word"
"zeeguu/api/api/teacher_dashboard/student_exercises.py","zeeguu.core.user_statistics.exercise_corectness.exercise_outcome_stats"
"zeeguu/api/api/teacher_dashboard/student_exercises.py","zeeguu.api.api.utils.json_result.json_result"
"zeeguu/api/api/teacher_dashboard/student_exercises.py","zeeguu.core"
"zeeguu/api/api/teacher_dashboard/student_overviews.py","zeeguu.core.user_statistics.student_overview.student_activity_overview"
"zeeguu/api/api/teacher_dashboard/student_overviews.py","zeeguu.api.api.teacher_dashboard._common_api_parameters._get_student_cohort_and_period_from_POST_params"
"zeeguu/api/api/teacher_dashboard/student_overviews.py","zeeguu.api.api.with_session"
"zeeguu/api/api/teacher_dashboard/student_overviews.py","zeeguu.core"
"zeeguu/api/api/teacher_dashboard/student_overviews.py","zeeguu.api.api.api"
"zeeguu/api/api/teacher_dashboard/student_overviews.py","zeeguu.api.api.json_result"
"zeeguu/api/api/teacher_dashboard/student_readings.py","zeeguu.core"
"zeeguu/api/api/teacher_dashboard/student_readings.py","zeeguu.api.api.json_result"
"zeeguu/api/api/teacher_dashboard/student_readings.py","zeeguu.api.api.teacher_dashboard._common_api_parameters._get_student_cohort_and_period_from_POST_params"
"zeeguu/api/api/teacher_dashboard/student_readings.py","zeeguu.api.api.api"
"zeeguu/api/api/teacher_dashboard/student_readings.py","zeeguu.api.api.with_session"
"zeeguu/api/api/teacher_dashboard/student_readings.py","zeeguu.core.user_statistics.reading_sessions.reading_sessions"
"zeeguu/api/api/teacher_dashboard/student_words.py","zeeguu.api.api.teacher_dashboard._common_api_parameters._get_student_cohort_and_period_from_POST_params"
"zeeguu/api/api/teacher_dashboard/student_words.py","zeeguu.api.api.api"
"zeeguu/api/api/teacher_dashboard/student_words.py","zeeguu.core"
"zeeguu/api/api/teacher_dashboard/student_words.py","zeeguu.core.sql.learner.words.learned_words"
"zeeguu/api/api/teacher_dashboard/student_words.py","zeeguu.core.sql.learner.words.words_not_studied"
"zeeguu/api/api/teacher_dashboard/student_words.py","zeeguu.api.api.with_session"
"zeeguu/api/api/teacher_dashboard/student_words.py","zeeguu.api.api.json_result"
"zeeguu/api/api/topics.py","zeeguu.core.model.TopicFilter"
"zeeguu/api/api/topics.py","zeeguu.core.model.UserLanguage"
"zeeguu/api/api/topics.py","zeeguu.core.model.TopicSubscription"
"zeeguu/api/api/topics.py","zeeguu.core.model.LocalizedTopic"
"zeeguu/api/api/topics.py","sentry_sdk.capture_exception"
"zeeguu/api/api/topics.py","zeeguu.core.model.Topic"
"zeeguu/api/api/topics.py","zeeguu.api.api.api"
"zeeguu/api/api/topics.py","zeeguu.api.api.utils.route_wrappers.cross_domain"
"zeeguu/api/api/topics.py","flask.request"
"zeeguu/api/api/topics.py","zeeguu.api.api.utils.json_result.json_result"
"zeeguu/api/api/topics.py","zeeguu.api.api.utils.route_wrappers.with_session"
"zeeguu/api/api/topics.py","zeeguu.core.model.Language"
"zeeguu/api/api/topics.py","zeeguu.core"
"zeeguu/api/api/topics.py","flask"
"zeeguu/api/api/translation.py","zeeguu.core.model.user_word.UserWord"
"zeeguu/api/api/translation.py","flask.request"
"zeeguu/api/api/translation.py","zeeguu.core.model.Text"
"zeeguu/api/api/translation.py","flask"
"zeeguu/api/api/translation.py","zeeguu.api.api.utils.route_wrappers.cross_domain"
"zeeguu/api/api/translation.py","zeeguu.api.api.api"
"zeeguu/api/api/translation.py","zeeguu.api.api.db_session"
"zeeguu/api/api/translation.py","zeeguu.core.model.Article"
"zeeguu/api/api/translation.py","string.punctuation"
"zeeguu/api/api/translation.py","urllib.parse.unquote_plus"
"zeeguu/api/api/translation.py","zeeguu.api.api.translator.TranslationQuery"
"zeeguu/api/api/translation.py","zeeguu.api.api.translator.get_next_results"
"zeeguu/api/api/translation.py","zeeguu.api.api.translator.contribute_trans"
"zeeguu/api/api/translation.py","zeeguu.core.crowd_translations.get_own_past_translation"
"zeeguu/api/api/translation.py","zeeguu.api.api.utils.route_wrappers.with_session"
"zeeguu/api/api/translation.py","zeeguu.api.api.utils.json_result.json_result"
"zeeguu/api/api/translation.py","zeeguu.core.model.Bookmark"
"zeeguu/api/api/translator.py","os"
"zeeguu/api/api/translator.py","python_translators.translation_response.filter_empty_translations"
"zeeguu/api/api/translator.py","python_translators.translation_response.order_by_quality"
"zeeguu/api/api/translator.py","python_translators.translation_query.TranslationQuery"
"zeeguu/api/api/translator.py","python_translators.query_processors.remove_unnecessary_sentences.RemoveUnnecessarySentences"
"zeeguu/api/api/translator.py","python_translators.config.get_key_from_config"
"zeeguu/api/api/translator.py","apimux.mux.APIMultiplexer"
"zeeguu/api/api/translator.py","logging"
"zeeguu/api/api/translator.py","python_translators.translation_response.merge_translations"
"zeeguu/api/api/translator.py","apimux.api_base.BaseThirdPartyAPIService"
"zeeguu/api/api/translator.py","python_translators.translation_response.TranslationResponse"
"zeeguu/api/api/translator.py","apimux.log.logger"
"zeeguu/api/api/translator.py","python_translators"
"zeeguu/api/api/translator.py","json"
"zeeguu/api/api/translator.py","zeeguu.core"
"zeeguu/api/api/translator.py","python_translators.translators.wordnik_translator.WordnikTranslator"
"zeeguu/api/api/translator.py","python_translators.factories.microsoft_translator_factory.MicrosoftTranslatorFactory"
"zeeguu/api/api/translator.py","python_translators.factories.google_translator_factory.GoogleTranslatorFactory"
"zeeguu/api/api/user.py","zeeguu.api.api.utils.route_wrappers.cross_domain"
"zeeguu/api/api/user.py","flask"
"zeeguu/api/api/user.py","zeeguu.core"
"zeeguu/api/api/user.py","json"
"zeeguu/api/api/user.py","zeeguu.api.api.utils.route_wrappers.with_session"
"zeeguu/api/api/user.py","zeeguu.api.api.utils.json_result.json_result"
"zeeguu/api/api/user.py","zeeguu.api.api.api"
"zeeguu/api/api/user.py","zeeguu.core.emailer.zeeguu_mailer.ZeeguuMailer"
"zeeguu/api/api/user.py","zeeguu.api.api.feature_toggles.features_for_user"
"zeeguu/api/api/user_article.py","newspaper"
"zeeguu/api/api/user_article.py","zeeguu.api.api.api"
"zeeguu/api/api/user_article.py","zeeguu.core.model.article_difficulty_feedback.ArticleDifficultyFeedback"
"zeeguu/api/api/user_article.py","zeeguu.api.api.db_session"
"zeeguu/api/api/user_article.py","zeeguu.api.api.utils.json_result.json_result"
"zeeguu/api/api/user_article.py","zeeguu.api.api.utils.route_wrappers.with_session"
"zeeguu/api/api/user_article.py","zeeguu.core.model.Article"
"zeeguu/api/api/user_article.py","zeeguu.core.model.UserArticle"
"zeeguu/api/api/user_article.py","flask"
"zeeguu/api/api/user_article.py","datetime.datetime"
"zeeguu/api/api/user_article.py","flask.request"
"zeeguu/api/api/user_article.py","zeeguu.api.api.utils.route_wrappers.cross_domain"
"zeeguu/api/api/user_articles.py","zeeguu.core.content_recommender.topic_filter_for_user"
"zeeguu/api/api/user_articles.py","zeeguu.core.model.UserArticle"
"zeeguu/api/api/user_articles.py","zeeguu.api.api.api"
"zeeguu/api/api/user_articles.py","zeeguu.api.api.utils.route_wrappers.cross_domain"
"zeeguu/api/api/user_articles.py","flask.request"
"zeeguu/api/api/user_articles.py","zeeguu.api.api.utils.json_result.json_result"
"zeeguu/api/api/user_articles.py","zeeguu.api.api.utils.route_wrappers.with_session"
"zeeguu/api/api/user_articles.py","flask"
"zeeguu/api/api/user_articles.py","zeeguu.core.content_recommender.article_recommendations_for_user"
"zeeguu/api/api/user_languages.py","flask.request"
"zeeguu/api/api/user_languages.py","zeeguu.api.api.utils.route_wrappers.with_session"
"zeeguu/api/api/user_languages.py","zeeguu.core"
"zeeguu/api/api/user_languages.py","flask"
"zeeguu/api/api/user_languages.py","zeeguu.api.api.utils.json_result.json_result"
"zeeguu/api/api/user_languages.py","sentry_sdk.capture_exception"
"zeeguu/api/api/user_languages.py","zeeguu.api.api.api"
"zeeguu/api/api/user_languages.py","zeeguu.api.api.utils.route_wrappers.cross_domain"
"zeeguu/api/api/user_languages.py","zeeguu.core.model.user_language.UserLanguage"
"zeeguu/api/api/user_languages.py","zeeguu.core.model.language.Language"
"zeeguu/api/api/user_statistics.py","zeeguu.api.api.utils.route_wrappers.cross_domain"
"zeeguu/api/api/user_statistics.py","zeeguu.core.user_statistics.activity.activity_duration_by_day"
"zeeguu/api/api/user_statistics.py","zeeguu.api.api.api"
"zeeguu/api/api/user_statistics.py","zeeguu.api.api.utils.json_result.json_result"
"zeeguu/api/api/user_statistics.py","zeeguu.api.api.utils.route_wrappers.with_session"
"zeeguu/api/api/user_statistics.py","flask"
"zeeguu/api/api/utils/abort_handling.py","flask.jsonify"
"zeeguu/api/api/utils/feedparser_extensions.py","urllib.parse"
"zeeguu/api/api/utils/feedparser_extensions.py","bs4.BeautifulSoup"
"zeeguu/api/api/utils/feedparser_extensions.py","urllib.error"
"zeeguu/api/api/utils/feedparser_extensions.py","urllib.request"
"zeeguu/api/api/utils/feedparser_extensions.py","feedparser"
"zeeguu/api/api/utils/json_result.py","flask"
"zeeguu/api/api/utils/json_result.py","json"
"zeeguu/api/api/utils/json_result.py","decimal"
"zeeguu/api/api/utils/json_result.py","datetime.date"
"zeeguu/api/api/utils/json_result.py","datetime.datetime"
"zeeguu/api/api/utils/route_wrappers.py","zeeguu.core.model.session.Session"
"zeeguu/api/api/utils/route_wrappers.py","flask"
"zeeguu/api/api/utils/route_wrappers.py","functools"
"zeeguu/api/api/utils/route_wrappers.py","zeeguu.core"
"zeeguu/api/app.py","zeeguu.api.machine_specific.machine_specific_config"
"zeeguu/api/app.py","flask"
"zeeguu/api/app.py","zeeguu.core"
"zeeguu/api/app.py","apimux.log.logger"
"zeeguu/api/app.py","logging"
"zeeguu/api/app.py","zeeguu.core.model"
"zeeguu/api/app.py","flask_cors.CORS"
"zeeguu/api/app.py","flask.Flask"
"zeeguu/api/app.py","zeeguu.core.configuration.configuration.load_configuration_or_abort"
"zeeguu/api/app.py","zeeguu.api.api.api"
"zeeguu/api/cross_domain_app.py","flask"
"zeeguu/api/custom_fmd_graphs.py","zeeguu.core.model.User"
"zeeguu/api/test/api_test_mixin.py","unittest.TestCase"
"zeeguu/api/test/api_test_mixin.py","zeeguu.api.app.app"
"zeeguu/api/test/api_test_mixin.py","unittest.mock.patch"
"zeeguu/api/test/api_test_mixin.py","zeeguu.core.test.test_data.mocking_the_web.mock_requests_get"
"zeeguu/api/test/api_test_mixin.py","zeeguu.core"
"zeeguu/api/test/api_test_mixin.py","json"
"zeeguu/api/test/api_test_mixin.py","requests_mock"
"zeeguu/api/test/api_test_mixin.py","zeeguu.core.model.User"
"zeeguu/api/test/mocks/mock_translator.py","python_translators.translation_response.TranslationResponse"
"zeeguu/api/test/mocks/mock_translator.py","python_translators.translation_costs.TranslationCosts"
"zeeguu/api/test/test_architectural_conventions.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_architectural_conventions.py","unittest.TestCase"
"zeeguu/api/test/test_article.py","unittest.TestCase"
"zeeguu/api/test/test_article.py","zeeguu.core.test.test_data.mocking_the_web.url_spiegel_venezuela"
"zeeguu/api/test/test_article.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_bookmark.py","unittest.TestCase"
"zeeguu/api/test/test_bookmark.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_bookmark.py","json"
"zeeguu/api/test/test_bookmark.py","zeeguu.core"
"zeeguu/api/test/test_session.py","zeeguu.core"
"zeeguu/api/test/test_session.py","zeeguu.api.test.api_test_mixin.TEST_EMAIL"
"zeeguu/api/test/test_session.py","zeeguu.core.model.unique_code.UniqueCode"
"zeeguu/api/test/test_session.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_session.py","unittest.TestCase"
"zeeguu/api/test/test_smartwatch_events.py","unittest.TestCase"
"zeeguu/api/test/test_smartwatch_events.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_smartwatch_events.py","json"
"zeeguu/api/test/test_system_settings.py","unittest.TestCase"
"zeeguu/api/test/test_system_settings.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_teacher_dashboard.py","zeeguu.core.model.User"
"zeeguu/api/test/test_teacher_dashboard.py","unittest.TestCase"
"zeeguu/api/test/test_teacher_dashboard.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_teacher_dashboard.py","json"
"zeeguu/api/test/test_teacher_dashboard.py","zeeguu.core"
"zeeguu/api/test/test_teacher_dashboard.py","zeeguu.core.model.Teacher"
"zeeguu/api/test/test_translations.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_translations.py","unittest.TestCase"
"zeeguu/api/test/test_user_article.py","unittest.TestCase"
"zeeguu/api/test/test_user_article.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_user_articles.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_user_articles.py","unittest.TestCase"
"zeeguu/api/test/test_user_data.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_user_data.py","unittest.TestCase"
"zeeguu/api/test/test_user_languages.py","unittest.TestCase"
"zeeguu/api/test/test_user_languages.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_user_login.py","zeeguu.api.test.api_test_mixin.APITestMixin"
"zeeguu/api/test/test_user_login.py","unittest.mock.patch"
"zeeguu/api/test/test_user_login.py","unittest.TestCase"
"zeeguu/core/__init__.py","sentry_sdk"
"zeeguu/core/__init__.py","zeeguu.core.word_stats"
"zeeguu/core/__init__.py","sentry_sdk.integrations.flask.FlaskIntegration"
"zeeguu/core/__init__.py","os"
"zeeguu/core/__init__.py","logging"
"zeeguu/core/__init__.py","sys"
"zeeguu/core/account_management/user_account_creation.py","zeeguu.core.model.Language"
"zeeguu/core/account_management/user_account_creation.py","zeeguu.core"
"zeeguu/core/account_management/user_account_creation.py","sqlalchemy"
"zeeguu/core/account_management/user_account_creation.py","zeeguu.core.model.User"
"zeeguu/core/account_management/user_account_creation.py","zeeguu.core.model.Cohort"
"zeeguu/core/account_management/user_account_creation.py","zeeguu.core.model.Teacher"
"zeeguu/core/account_management/user_account_creation.py","zeeguu.core.model.UserLanguage"
"zeeguu/core/account_management/user_account_creation.py","zeeguu.core.emailer.user_activity.send_new_user_account_email"
"zeeguu/core/account_management/user_account_creation.py","zeeguu.core.model.user.CEFR_TO_DIFFICULTY_MAPPING"
"zeeguu/core/bookmark_quality/__init__.py","zeeguu.core.bookmark_quality.top_bookmarks_for_user.top_bookmarks"
"zeeguu/core/bookmark_quality/__init__.py","zeeguu.core.bookmark_quality.positive_qualities.quality_bookmark"
"zeeguu/core/bookmark_quality/__init__.py","zeeguu.core.bookmark_quality.negative_qualities.bad_quality_bookmark"
"zeeguu/core/bookmark_quality/__init__.py","zeeguu.core.bookmark_quality.positive_qualities.quality_top_bookmark"
"zeeguu/core/bookmark_quality/fit_for_study.py","zeeguu.core.bookmark_quality.quality_bookmark"
"zeeguu/core/bookmark_quality/fit_for_study.py","zeeguu.core.definition_of_learned.is_learned_based_on_exercise_outcomes"
"zeeguu/core/bookmark_quality/fit_for_study.py","zeeguu.core.model.sorted_exercise_log.SortedExerciseLog"
"zeeguu/core/bookmark_quality/fit_for_study.py","zeeguu.core.util.timer_logging_decorator.time_this"
"zeeguu/core/bookmark_quality/negative_qualities.py","zeeguu.core.model.bookmark.Bookmark"
"zeeguu/core/bookmark_quality/negative_qualities.py","re"
"zeeguu/core/bookmark_quality/positive_qualities.py","zeeguu.core.bookmark_quality.negative_qualities.bad_quality_bookmark"
"zeeguu/core/bookmark_quality/positive_qualities.py","zeeguu.core.model.Bookmark"
"zeeguu/core/bookmark_quality/positive_qualities.py","zeeguu.core"
"zeeguu/core/bookmark_quality/top_bookmarks_for_user.py","zeeguu.core.model.UserWord"
"zeeguu/core/bookmark_quality/top_bookmarks_for_user.py","zeeguu.core.bookmark_quality.quality_top_bookmark"
"zeeguu/core/bookmark_quality/top_bookmarks_for_user.py","zeeguu.core.model.Bookmark"
"zeeguu/core/bookmark_quality/top_bookmarks_for_user.py","zeeguu.core"
"zeeguu/core/bookmark_quality/top_bookmarks_for_user.py","wordstats.Word"
"zeeguu/core/configuration/__init__.py","zeeguu.core.configuration.configuration.load_configuration_or_abort"
"zeeguu/core/configuration/configuration.py","sys"
"zeeguu/core/configuration/configuration.py","os"
"zeeguu/core/content_recommender/__init__.py","zeeguu.core.content_recommender.elastic_recommender.topic_filter_for_user"
"zeeguu/core/content_recommender/__init__.py","zeeguu.core.content_recommender.elastic_recommender.article_recommendations_for_user"
"zeeguu/core/content_recommender/__init__.py","zeeguu.core.content_recommender.elastic_recommender.article_search_for_user"
"zeeguu/core/content_recommender/elastic_first_recommender.py","zeeguu.core.content_recommender.elastic_recommender.article_search_for_user"
"zeeguu/core/content_recommender/elastic_first_recommender.py","traceback"
"zeeguu/core/content_recommender/elastic_first_recommender.py","elasticsearch"
"zeeguu/core/content_recommender/elastic_first_recommender.py","zeeguu.core.content_recommender.elastic_recommender.article_recommendations_for_user"
"zeeguu/core/content_recommender/elastic_first_recommender.py","zeeguu.core.logp"
"zeeguu/core/content_recommender/elastic_first_recommender.py","zeeguu.core.content_recommender.mysql_recommender.article_search_for_user"
"zeeguu/core/content_recommender/elastic_first_recommender.py","zeeguu.core.content_recommender.mysql_recommender.article_recommendations_for_user"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.elastic.settings.ES_ZINDEX"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.model.SearchSubscription"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.model.TopicFilter"
"zeeguu/core/content_recommender/elastic_recommender.py","elasticsearch.Elasticsearch"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.model.Article"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.model.Language"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.model.UserArticle"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.elastic.elastic_query_builder.build_elastic_search_query"
"zeeguu/core/content_recommender/elastic_recommender.py","elasticsearch_dsl.SF"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.model.SearchFilter"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.elastic.elastic_query_builder.build_elastic_recommender_query"
"zeeguu/core/content_recommender/elastic_recommender.py","elasticsearch_dsl.Q"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.model.TopicSubscription"
"zeeguu/core/content_recommender/elastic_recommender.py","elasticsearch_dsl.Search"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.elastic.settings.ES_CONN_STRING"
"zeeguu/core/content_recommender/elastic_recommender.py","zeeguu.core.util.timer_logging_decorator.time_this"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.logger"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.model.ArticlesCache"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.model.SearchSubscription"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.model.ArticleWord"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.model.CohortArticleMap"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.model.Article"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.model.Language"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.model.TopicFilter"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.model.TopicSubscription"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.model.SearchFilter"
"zeeguu/core/content_recommender/mysql_recommender.py","zeeguu.core.model.Topic"
"zeeguu/core/content_recommender/mysql_recommender.py","sortedcontainers.SortedList"
