importerFile,importedModule,importedFile,Internal/external,Mapped correctly?
zeeguu/api/api/user_languages.py,flask.request,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/teacher_dashboard/_only_teachers_decorator.py,functools,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/utils/route_wrappers.py,functools,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/speech.py,google.cloud.texttospeech,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/speech.py,hashlib,NONE,EXTERNAL,EXTERNAL
zeeguu/core/util/hash.py,hashlib.sha1,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/smartwatch.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/system_languages.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/teacher_dashboard/article_management.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/teacher_dashboard/cohorts.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/teacher_dashboard/general.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/user.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/utils/json_result.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/test/api_test_mixin.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/test/test_bookmark.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/test/test_smartwatch_events.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/test/test_teacher_dashboard.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/learner_stats/learner_stats.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/user.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/user_activitiy_data.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/word_knowledge/word_interaction_history.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/core/test/test_user.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/core/user_statistics/activity.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/core/util/encoding.py,json,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/article.py,langdetect.detect,NONE,EXTERNAL,EXTERNAL
zeeguu/core/content_retriever/url_downloader.py,langdetect.detect,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/article.py,langdetect.detect,NONE,EXTERNAL,EXTERNAL
dev.py,logging,NONE,EXTERNAL,EXTERNAL
tools/article_crawler.py,logging,NONE,EXTERNAL,EXTERNAL
zeeguu/api/api/translator.py,logging,NONE,EXTERNAL,EXTERNAL
zeeguu/api/app.py,logging,NONE,EXTERNAL,EXTERNAL
zeeguu/core/__init__.py,logging,NONE,EXTERNAL,EXTERNAL
zeeguu/core/model/domain_name.py,logging,NONE,EXTERNAL,EXTERNAL
zeeguu/core/language/strategies/word_rank_difficulty_estimator.py,math,NONE,EXTERNAL,EXTERNAL
zeeguu/core/util/text.py,math,NONE,EXTERNAL,EXTERNAL
